"ADV-Text1","Erreger","NRL"
"Salmonella Leatherhead","Salmonella Leatherhead","NRL-Salm"
"Salmonella Lechler","Salmonella Lechler","NRL-Salm"
"Salmonella Leda","Salmonella Leda","NRL-Salm"
"Salmonella Leer","Salmonella Leer","NRL-Salm"
"Salmonella Leeuwarden","Salmonella Leeuwarden","NRL-Salm"
"Salmonella Legon","Salmonella Legon","NRL-Salm"
"Salmonella Lehrte","Salmonella Lehrte","NRL-Salm"
"Salmonella Leiden","Salmonella Leiden","NRL-Salm"
"Salmonella Leipzig","Salmonella Leipzig","NRL-Salm"
"Salmonella Leith","Salmonella Leith","NRL-Salm"
"Salmonella Lekke","Salmonella Lekke","NRL-Salm"
"Salmonella Lene","Salmonella Lene","NRL-Salm"
"Salmonella Leoben","Salmonella Leoben","NRL-Salm"
"Salmonella Leopoldville","Salmonella Leopoldville","NRL-Salm"
"Salmonella Lerum","Salmonella Lerum","NRL-Salm"
"Salmonella Lexington O:10-,15+","Salmonella Lexington","NRL-Salm"
"Salmonella Lexington O:10-,15+,34+","Salmonella Lexington","NRL-Salm"
"Salmonella Lezennes","Salmonella Lezennes","NRL-Salm"
"Salmonella Libreville","Salmonella Libreville","NRL-Salm"
"Salmonella Ligeo","Salmonella Ligeo","NRL-Salm"
"Salmonella Ligna","Salmonella Ligna","NRL-Salm"
"Salmonella Lika","Salmonella Lika","NRL-Salm"
"Salmonella Lille","Salmonella Lille","NRL-Salm"
"Salmonella Lille O:14+","Salmonella Lille","NRL-Salm"
"Salmonella Limete","Salmonella Limete","NRL-Salm"
"Salmonella Lindenburg","Salmonella Lindenburg","NRL-Salm"
"Salmonella Lindern","Salmonella Lindern","NRL-Salm"
"Salmonella Lindern O:24-","Salmonella Lindern","NRL-Salm"
"Salmonella Lindi","Salmonella Lindi","NRL-Salm"
"Salmonella Linguere","Salmonella Linguere","NRL-Salm"
"Salmonella Lingwala","Salmonella Lingwala","NRL-Salm"
"Salmonella Linton","Salmonella Linton","NRL-Salm"
"Salmonella Lisboa","Salmonella Lisboa","NRL-Salm"
"Salmonella Lishabi","Salmonella Lishabi","NRL-Salm"
"Salmonella Liverpool","Salmonella Liverpool","NRL-Salm"
"Salmonella Livingstone O:14+","Salmonella Livingstone","NRL-Salm"
"Salmonella Livulu","Salmonella Livulu","NRL-Salm"
"Salmonella Ljubljana","Salmonella Ljubljana","NRL-Salm"
"Salmonella Llandoff","Salmonella Llandoff","NRL-Salm"
"Salmonella Llandoff H:Z6+","Salmonella Llandoff","NRL-Salm"
"Salmonella Llobregat","Salmonella Llobregat","NRL-Salm"
"Salmonella Loanda","Salmonella Loanda","NRL-Salm"
"Salmonella Lockleaze","Salmonella Lockleaze","NRL-Salm"
"Salmonella Lockleaze O:14+","Salmonella Lockleaze","NRL-Salm"
"Salmonella Lode","Salmonella Lode","NRL-Salm"
"Salmonella Lodz","Salmonella Lodz","NRL-Salm"
"Salmonella Loenga","Salmonella Loenga","NRL-Salm"
"Salmonella Logone","Salmonella Logone","NRL-Salm"
"Salmonella Lokstedt","Salmonella Lokstedt","NRL-Salm"
"Salmonella Lomalinda","Salmonella Lomalinda","NRL-Salm"
"Salmonella Lomita","Salmonella Lomita","NRL-Salm"
"Salmonella Lomnava","Salmonella Lomnava","NRL-Salm"
"Salmonella London O:10-,15+","Salmonella London","NRL-Salm"
"Salmonella Losangeles","Salmonella Losangeles","NRL-Salm"
"Salmonella Loubomo","Salmonella Loubomo","NRL-Salm"
"Salmonella Louga","Salmonella Louga","NRL-Salm"
"Salmonella Louisiana","Salmonella Louisiana","NRL-Salm"
"Salmonella Lovelace","Salmonella Lovelace","NRL-Salm"
"Salmonella Lowestoft","Salmonella Lowestoft","NRL-Salm"
"Salmonella Lubumbashi","Salmonella Lubumbashi","NRL-Salm"
"Salmonella Luciana","Salmonella Luciana","NRL-Salm"
"Salmonella Luckenwalde","Salmonella Luckenwalde","NRL-Salm"
"Salmonella Luedinghausen","Salmonella Luedinghausen","NRL-Salm"
"Salmonella Luke","Salmonella Luke","NRL-Salm"
"Salmonella Lutetia","Salmonella Lutetia","NRL-Salm"
"Salmonella Lyon","Salmonella Lyon","NRL-Salm"
"Salmonella Maastricht","Salmonella Maastricht","NRL-Salm"
"Salmonella Macallen","Salmonella Macallen","NRL-Salm"
"Salmonella Macclesfield","Salmonella Macclesfield","NRL-Salm"
"Salmonella Machaga","Salmonella Machaga","NRL-Salm"
"Salmonella Machaga H:E-,N-,X-","Salmonella Machaga","NRL-Salm"
"Salmonella Madelia","Salmonella Madelia","NRL-Salm"
"Salmonella Madiago","Salmonella Madiago","NRL-Salm"
"Salmonella Madigan","Salmonella Madigan","NRL-Salm"
"Salmonella Madison","Salmonella Madison","NRL-Salm"
"Salmonella Madjorio","Salmonella Madjorio","NRL-Salm"
"Salmonella Madras","Salmonella Madras","NRL-Salm"
"Salmonella Madras O:5-","Salmonella Madras","NRL-Salm"
"Salmonella Magherafelt","Salmonella Magherafelt","NRL-Salm"
"Salmonella Magumeri","Salmonella Magumeri","NRL-Salm"
"Salmonella Magwa","Salmonella Magwa","NRL-Salm"
"Salmonella Mahina","Salmonella Mahina","NRL-Salm"
"Salmonella Maiduguri","Salmonella Maiduguri","NRL-Salm"
"Salmonella Makiling","Salmonella Makiling","NRL-Salm"
"Salmonella Makiso","Salmonella Makiso","NRL-Salm"
"Salmonella Malakal","Salmonella Malakal","NRL-Salm"
"Salmonella Malaysia","Salmonella Malaysia","NRL-Salm"
"Salmonella Malika","Salmonella Malika","NRL-Salm"
"Salmonella Malmoe","Salmonella Malmoe","NRL-Salm"
"Salmonella Malstatt","Salmonella Malstatt","NRL-Salm"
"Salmonella Mampeza","Salmonella Mampeza","NRL-Salm"
"Salmonella Mampong","Salmonella Mampong","NRL-Salm"
"Salmonella Manchester","Salmonella Manchester","NRL-Salm"
"Salmonella Mandera","Salmonella Mandera","NRL-Salm"
"Salmonella Mango","Salmonella Mango","NRL-Salm"
"Salmonella Mannheim","Salmonella Mannheim","NRL-Salm"
"Salmonella Mapo","Salmonella Mapo","NRL-Salm"
"Salmonella Mara","Salmonella Mara","NRL-Salm"
"Salmonella Mara H:1-,5-","Salmonella Mara","NRL-Salm"
"Salmonella Maracaibo","Salmonella Maracaibo","NRL-Salm"
"Salmonella Marburg","Salmonella Marburg","NRL-Salm"
"Salmonella Maricopa","Salmonella Maricopa","NRL-Salm"
"Salmonella Marienthal","Salmonella Marienthal","NRL-Salm"
"Salmonella Maritzburg","Salmonella Maritzburg","NRL-Salm"
"Salmonella Marmande","Salmonella Marmande","NRL-Salm"
"Salmonella Maron","Salmonella Maron","NRL-Salm"
"Salmonella Maroua","Salmonella Maroua","NRL-Salm"
"Salmonella Marseille","Salmonella Marseille","NRL-Salm"
"Salmonella Marshall","Salmonella Marshall","NRL-Salm"
"Salmonella Maryland","Salmonella Maryland","NRL-Salm"
"Salmonella Marylebone","Salmonella Marylebone","NRL-Salm"
"Salmonella Masembe","Salmonella Masembe","NRL-Salm"
"Salmonella Maska","Salmonella Maska","NRL-Salm"
"Salmonella Massakory","Salmonella Massakory","NRL-Salm"
"Salmonella Massenya","Salmonella Massenya","NRL-Salm"
"Salmonella Matadi","Salmonella Matadi","NRL-Salm"
"Salmonella Mathura","Salmonella Mathura","NRL-Salm"
"Salmonella Matopeni","Salmonella Matopeni","NRL-Salm"
"Salmonella Mayday","Salmonella Mayday","NRL-Salm"
"Salmonella Mbandaka O:1+,25+","Salmonella Mbandaka","NRL-Salm"
"Salmonella Mbandaka O:14+","Salmonella Mbandaka","NRL-Salm"
"Salmonella Mbao","Salmonella Mbao","NRL-Salm"
"Salmonella Meekatharra","Salmonella Meekatharra","NRL-Salm"
"Salmonella Melbourne","Salmonella Melbourne","NRL-Salm"
"Salmonella Meleagridis O:10-,15+","Salmonella Meleagridis","NRL-Salm"
"Salmonella Meleagridis O:10-,15+,34+","Salmonella Meleagridis","NRL-Salm"
"Salmonella Memphis","Salmonella Memphis","NRL-Salm"
"Salmonella Menden","Salmonella Menden","NRL-Salm"
"Salmonella Mendoza","Salmonella Mendoza","NRL-Salm"
"Salmonella Menston","Salmonella Menston","NRL-Salm"
"Salmonella Menston H:T-:1-,6-","Salmonella Menston","NRL-Salm"
"Salmonella Mesbit","Salmonella Mesbit","NRL-Salm"
"Salmonella Mesbit H:E-,N-,Z15-","Salmonella Mesbit","NRL-Salm"
"Salmonella Meskin","Salmonella Meskin","NRL-Salm"
"Salmonella Messina","Salmonella Messina","NRL-Salm"
"Salmonella Mgulani","Salmonella Mgulani","NRL-Salm"
"Salmonella Miami","Salmonella Miami","NRL-Salm"
"Salmonella Michigan","Salmonella Michigan","NRL-Salm"
"Salmonella Middlesbrough","Salmonella Middlesbrough","NRL-Salm"
"Salmonella Midway","Salmonella Midway","NRL-Salm"
"Salmonella Mikawasima","Salmonella Mikawasima","NRL-Salm"
"Salmonella Mikawasima O:14+","Salmonella Mikawasima","NRL-Salm"
"Salmonella Millesi","Salmonella Millesi","NRL-Salm"
"Salmonella Milwaukee","Salmonella Milwaukee","NRL-Salm"
"Salmonella Milwaukee H:T+","Salmonella Milwaukee","NRL-Salm"
"Salmonella Mim","Salmonella Mim","NRL-Salm"
"Salmonella Minna","Salmonella Minna","NRL-Salm"
"Salmonella Minnesota","Salmonella Minnesota","NRL-Salm"
"Salmonella Mishmarhaemek","Salmonella Mishmarhaemek","NRL-Salm"
"Salmonella Mississippi","Salmonella Mississippi","NRL-Salm"
"Salmonella Missouri","Salmonella Missouri","NRL-Salm"
"Salmonella Miyazaki","Salmonella Miyazaki","NRL-Salm"
"Salmonella Mjordan","Salmonella Mjordan","NRL-Salm"
"Salmonella Mkamba","Salmonella Mkamba","NRL-Salm"
"Salmonella Moabit","Salmonella Moabit","NRL-Salm"
"Salmonella Mocamedes","Salmonella Mocamedes","NRL-Salm"
"Salmonella Moero","Salmonella Moero","NRL-Salm"
"Salmonella Moers","Salmonella Moers","NRL-Salm"
"Salmonella Mokola","Salmonella Mokola","NRL-Salm"
"Salmonella Molade","Salmonella Molade","NRL-Salm"
"Salmonella Molesey","Salmonella Molesey","NRL-Salm"
"Salmonella Mono","Salmonella Mono","NRL-Salm"
"Salmonella Monschaui","Salmonella Monschaui","NRL-Salm"
"Salmonella Montevideo O:14+","Salmonella Montevideo","NRL-Salm"
"Salmonella Montreal","Salmonella Montreal","NRL-Salm"
"Salmonella Morehead","Salmonella Morehead","NRL-Salm"
"Salmonella Morillons","Salmonella Morillons","NRL-Salm"
"Salmonella Morningside","Salmonella Morningside","NRL-Salm"
"Salmonella Mornington","Salmonella Mornington","NRL-Salm"
"Salmonella Morocco","Salmonella Morocco","NRL-Salm"
"Salmonella Morotai","Salmonella Morotai","NRL-Salm"
"Salmonella Moroto","Salmonella Moroto","NRL-Salm"
"Salmonella Moscow","Salmonella Moscow","NRL-Salm"
"Salmonella Moualine","Salmonella Moualine","NRL-Salm"
"Salmonella Moundou","Salmonella Moundou","NRL-Salm"
"Salmonella Mountmagnet","Salmonella Mountmagnet","NRL-Salm"
"Salmonella Mountpleasant","Salmonella Mountpleasant","NRL-Salm"
"Salmonella Moussoro","Salmonella Moussoro","NRL-Salm"
"Salmonella Mowanjum","Salmonella Mowanjum","NRL-Salm"
"Salmonella Mpouto","Salmonella Mpouto","NRL-Salm"
"Salmonella Muenster O:10-,15+","Salmonella Muenster","NRL-Salm"
"Salmonella Muenster O:10-,15+,34+","Salmonella Muenster","NRL-Salm"
"Salmonella Muguga","Salmonella Muguga","NRL-Salm"
"Salmonella Mulhouse","Salmonella Mulhouse","NRL-Salm"
"Salmonella Mundonobo","Salmonella Mundonobo","NRL-Salm"
"Salmonella Mura","Salmonella Mura","NRL-Salm"
"Salmonella Naestved","Salmonella Naestved","NRL-Salm"
"Salmonella Nagoya","Salmonella Nagoya","NRL-Salm"
"Salmonella Nakuru","Salmonella Nakuru","NRL-Salm"
"Salmonella Namibia","Salmonella Namibia","NRL-Salm"
"Salmonella Namoda","Salmonella Namoda","NRL-Salm"
"Salmonella Nanergou","Salmonella Nanergou","NRL-Salm"
"Salmonella Nanga","Salmonella Nanga","NRL-Salm"
"Salmonella Nantes","Salmonella Nantes","NRL-Salm"
"Salmonella Napoli","Salmonella Napoli","NRL-Salm"
"Salmonella Narashino","Salmonella Narashino","NRL-Salm"
"Salmonella Nashua","Salmonella Nashua","NRL-Salm"
"Salmonella Natal","Salmonella Natal","NRL-Salm"
"Salmonella Naware","Salmonella Naware","NRL-Salm"
"Salmonella Nchanga O:10-,15+","Salmonella Nchanga","NRL-Salm"
"Salmonella Ndjamena","Salmonella Ndjamena","NRL-Salm"
"Salmonella Ndolo","Salmonella Ndolo","NRL-Salm"
"Salmonella Neftenbach","Salmonella Neftenbach","NRL-Salm"
"Salmonella Nessa","Salmonella Nessa","NRL-Salm"
"Salmonella Nessziona","Salmonella Nessziona","NRL-Salm"
"Salmonella Neudorf","Salmonella Neudorf","NRL-Salm"
"Salmonella Neukoelln","Salmonella Neukoelln","NRL-Salm"
"Salmonella Neukoelln H:Z28-","Salmonella Neukoelln","NRL-Salm"
"Salmonella Neumuenster","Salmonella Neumuenster","NRL-Salm"
"Salmonella Neunkirchen","Salmonella Neunkirchen","NRL-Salm"
"Salmonella Newholland","Salmonella Newholland","NRL-Salm"
"Salmonella Newholland O:5-","Salmonella Newholland","NRL-Salm"
"Salmonella Newholland O:5+","Salmonella Newholland","NRL-Salm"
"Salmonella Newlands","Salmonella Newlands","NRL-Salm"
"Salmonella Newlands O:10-,15+","Salmonella Newlands","NRL-Salm"
"Salmonella Newlands O:10-,15+,34+","Salmonella Newlands","NRL-Salm"
"Salmonella Newmexico","Salmonella Newmexico","NRL-Salm"
"Salmonella Newport O:20+","Salmonella Newport","NRL-Salm"
"Salmonella Newrochelle","Salmonella Newrochelle","NRL-Salm"
"Salmonella Newyork","Salmonella Newyork","NRL-Salm"
"Salmonella Ngaparou","Salmonella Ngaparou","NRL-Salm"
"Salmonella Ngili","Salmonella Ngili","NRL-Salm"
"Salmonella Ngor","Salmonella Ngor","NRL-Salm"
"Salmonella Niakhar","Salmonella Niakhar","NRL-Salm"
"Salmonella Niamey","Salmonella Niamey","NRL-Salm"
"Salmonella Niarembe","Salmonella Niarembe","NRL-Salm"
"Salmonella Niederoderwitz","Salmonella Niederoderwitz","NRL-Salm"
"Salmonella Nieukerk O:14+","Salmonella Nieukerk","NRL-Salm"
"Salmonella Nigeria","Salmonella Nigeria","NRL-Salm"
"Salmonella Nijmegen","Salmonella Nijmegen","NRL-Salm"
"Salmonella Nikolaifleet","Salmonella Nikolaifleet","NRL-Salm"
"Salmonella Niloese","Salmonella Niloese","NRL-Salm"
"Salmonella Nima","Salmonella Nima","NRL-Salm"
"Salmonella Nimes","Salmonella Nimes","NRL-Salm"
"Salmonella Nitra","Salmonella Nitra","NRL-Salm"
"Salmonella Niumi","Salmonella Niumi","NRL-Salm"
"Salmonella Njala","Salmonella Njala","NRL-Salm"
"Salmonella Nola","Salmonella Nola","NRL-Salm"
"Salmonella Nordrhein","Salmonella Nordrhein","NRL-Salm"
"Salmonella Nordufer","Salmonella Nordufer","NRL-Salm"
"Salmonella Norton","Salmonella Norton","NRL-Salm"
"Salmonella Norwich","Salmonella Norwich","NRL-Salm"
"Salmonella Nottingham","Salmonella Nottingham","NRL-Salm"
"Salmonella Nowawes","Salmonella Nowawes","NRL-Salm"
"Salmonella Noya","Salmonella Noya","NRL-Salm"
"Salmonella Nuatja","Salmonella Nuatja","NRL-Salm"
"Salmonella Nyanza","Salmonella Nyanza","NRL-Salm"
"Salmonella Nyanza,Var.","Salmonella Nyanza,Var.","NRL-Salm"
"Salmonella Nyborg","Salmonella Nyborg","NRL-Salm"
"Salmonella Nyborg O:10-,15+","Salmonella Nyborg","NRL-Salm"
"Salmonella Nyeko","Salmonella Nyeko","NRL-Salm"
"Salmonella Oakey","Salmonella Oakey","NRL-Salm"
"Salmonella Oakland","Salmonella Oakland","NRL-Salm"
"Salmonella Obogu","Salmonella Obogu","NRL-Salm"
"Salmonella Ochiogu","Salmonella Ochiogu","NRL-Salm"
"Salmonella Ochiogu H:E-,N-,Z15-","Salmonella Ochiogu","NRL-Salm"
"Salmonella Ochsenwerder","Salmonella Ochsenwerder","NRL-Salm"
"Salmonella Ockenheim","Salmonella Ockenheim","NRL-Salm"
"Salmonella Odienne","Salmonella Odienne","NRL-Salm"
"Salmonella Odozi","Salmonella Odozi","NRL-Salm"
"Salmonella Oerlikon","Salmonella Oerlikon","NRL-Salm"
"Salmonella Oesterbro","Salmonella Oesterbro","NRL-Salm"
"Salmonella Offa","Salmonella Offa","NRL-Salm"
"Salmonella Ogbete","Salmonella Ogbete","NRL-Salm"
"Salmonella Ohio O:14+","Salmonella Ohio","NRL-Salm"
"Salmonella Ohlstedt","Salmonella Ohlstedt","NRL-Salm"
"Salmonella Ohlstedt O:10-,15+","Salmonella Ohlstedt","NRL-Salm"
"Salmonella Okatie","Salmonella Okatie","NRL-Salm"
"Salmonella Okefoko","Salmonella Okefoko","NRL-Salm"
"Salmonella Okerara","Salmonella Okerara","NRL-Salm"
"Salmonella Oldenburg","Salmonella Oldenburg","NRL-Salm"
"Salmonella Olten","Salmonella Olten","NRL-Salm"
"Salmonella Omifisan","Salmonella Omifisan","NRL-Salm"
"Salmonella Omuna","Salmonella Omuna","NRL-Salm"
"Salmonella Ona","Salmonella Ona","NRL-Salm"
"Salmonella Onarimon","Salmonella Onarimon","NRL-Salm"
"Salmonella Onderstepoort","Salmonella Onderstepoort","NRL-Salm"
"Salmonella Onderstepoort O:25-","Salmonella Onderstepoort","NRL-Salm"
"Salmonella Onireke","Salmonella Onireke","NRL-Salm"
"Salmonella Ontario","Salmonella Ontario","NRL-Salm"
"Salmonella Oranienburg O:14+","Salmonella Oranienburg","NRL-Salm"
"Salmonella Orbe","Salmonella Orbe","NRL-Salm"
"Salmonella Ord","Salmonella Ord","NRL-Salm"
"Salmonella Ordonez","Salmonella Ordonez","NRL-Salm"
"Salmonella Orientalis","Salmonella Orientalis","NRL-Salm"
"Salmonella Orion","Salmonella Orion","NRL-Salm"
"Salmonella Orion O:10-,15+","Salmonella Orion","NRL-Salm"
"Salmonella Orion O:10-,15+,34+","Salmonella Orion","NRL-Salm"
"Salmonella Oritamerin","Salmonella Oritamerin","NRL-Salm"
"Salmonella Orlando","Salmonella Orlando","NRL-Salm"
"Salmonella Orleans","Salmonella Orleans","NRL-Salm"
"Salmonella Os","Salmonella Os","NRL-Salm"
"Salmonella Oskarshamn","Salmonella Oskarshamn","NRL-Salm"
"Salmonella Oslo O:14+","Salmonella Oslo","NRL-Salm"
"Salmonella Osnabrueck","Salmonella Osnabrueck","NRL-Salm"
"Salmonella -Other","Salmonella -Other","NRL-Salm"
"Salmonella Othmarschen","Salmonella Othmarschen","NRL-Salm"
"Salmonella Othmarschen H:T-","Salmonella Othmarschen","NRL-Salm"
"Salmonella Othmarschen O:14+","Salmonella Othmarschen","NRL-Salm"
"Salmonella Ottawa","Salmonella Ottawa","NRL-Salm"
"Salmonella Ouakam","Salmonella Ouakam","NRL-Salm"
"Salmonella Ouakam O:12+,34+","Salmonella Ouakam","NRL-Salm"
"Salmonella Oudwijk","Salmonella Oudwijk","NRL-Salm"
"Salmonella Overchurch","Salmonella Overchurch","NRL-Salm"
"Salmonella Overchurch O:1+,H:1+,2+","Salmonella Overchurch","NRL-Salm"
"Salmonella Overschie","Salmonella Overschie","NRL-Salm"
"Salmonella Overvecht","Salmonella Overvecht","NRL-Salm"
"Salmonella Oxford","Salmonella Oxford","NRL-Salm"
"Salmonella Oxford O:10-,15+","Salmonella Oxford","NRL-Salm"
"Salmonella Oxford O:10-,15+,34+","Salmonella Oxford","NRL-Salm"
"Salmonella Oyonnax","Salmonella Oyonnax","NRL-Salm"
"Salmonella Pakistan","Salmonella Pakistan","NRL-Salm"
"Salmonella Palamaner","Salmonella Palamaner","NRL-Salm"
"Salmonella Palime","Salmonella Palime","NRL-Salm"
"Salmonella Papuana","Salmonella Papuana","NRL-Salm"
"Salmonella Paratyphi","Salmonella Paratyphi","NRL-Salm"
"Salmonella Paratyphi B H: 1-,2-","Salmonella Paratyphi","NRL-Salm"
"Salmonella Paratyphi B O:5-","Salmonella Paratyphi","NRL-Salm"
"Salmonella Paratyphi C","Salmonella Paratyphi","NRL-Salm"
"Salmonella Paris","Salmonella Paris","NRL-Salm"
"Salmonella Parkroyal","Salmonella Parkroyal","NRL-Salm"
"Salmonella Pasing","Salmonella Pasing","NRL-Salm"
"Salmonella Patience","Salmonella Patience","NRL-Salm"
"Salmonella Penarth","Salmonella Penarth","NRL-Salm"
"Salmonella Penilla","Salmonella Penilla","NRL-Salm"
"Salmonella Pensacola H:1+,2+","Salmonella Pensacola","NRL-Salm"
"Salmonella Perth","Salmonella Perth","NRL-Salm"
"Salmonella Petahtikve","Salmonella Petahtikve","NRL-Salm"
"Salmonella Phaliron","Salmonella Phaliron","NRL-Salm"
"Salmonella Pharr","Salmonella Pharr","NRL-Salm"
"Salmonella Pietersburg","Salmonella Pietersburg","NRL-Salm"
"Salmonella Pisa","Salmonella Pisa","NRL-Salm"
"Salmonella Planckendael","Salmonella Planckendael","NRL-Salm"
"Salmonella Ploufragan","Salmonella Ploufragan","NRL-Salm"
"Salmonella Plymouth","Salmonella Plymouth","NRL-Salm"
"Salmonella Poano","Salmonella Poano","NRL-Salm"
"Salmonella Poano O:1, 25-","Salmonella Poano","NRL-Salm"
"Salmonella Poeseldorf","Salmonella Poeseldorf","NRL-Salm"
"Salmonella Poitiers","Salmonella Poitiers","NRL-Salm"
"Salmonella Pomona","Salmonella Pomona","NRL-Salm"
"Salmonella Ponoma","Salmonella Ponoma","NRL-Salm"
"Salmonella Pontypridd","Salmonella Pontypridd","NRL-Salm"
"Salmonella Poona","Salmonella Poona","NRL-Salm"
"Salmonella Portanigra","Salmonella Portanigra","NRL-Salm"
"Salmonella Portland","Salmonella Portland","NRL-Salm"
"Salmonella Potengi","Salmonella Potengi","NRL-Salm"
"Salmonella Potosi","Salmonella Potosi","NRL-Salm"
"Salmonella Potsdam O:14+","Salmonella Potsdam","NRL-Salm"
"Salmonella Potto","Salmonella Potto","NRL-Salm"
"Salmonella Powell","Salmonella Powell","NRL-Salm"
"Salmonella Praha","Salmonella Praha","NRL-Salm"
"Salmonella Pramiso","Salmonella Pramiso","NRL-Salm"
"Salmonella Presov","Salmonella Presov","NRL-Salm"
"Salmonella Preston","Salmonella Preston","NRL-Salm"
"Salmonella Pretoria","Salmonella Pretoria","NRL-Salm"
"Salmonella Putten","Salmonella Putten","NRL-Salm"
"Salmonella Quebeck","Salmonella Quebeck","NRL-Salm"
"Salmonella Quentin","Salmonella Quentin","NRL-Salm"
"Salmonella Quinhon","Salmonella Quinhon","NRL-Salm"
"Salmonella Quiniela","Salmonella Quiniela","NRL-Salm"
"Salmonella Ramatgan","Salmonella Ramatgan","NRL-Salm"
"Salmonella Ramsey","Salmonella Ramsey","NRL-Salm"
"Salmonella -Rauhform","Salmonella -Rauhform","NRL-Salm"
"Salmonella Raus","Salmonella Raus","NRL-Salm"
"Salmonella Rawash","Salmonella Rawash","NRL-Salm"
"Salmonella Reading O:5-","Salmonella Reading","NRL-Salm"
"Salmonella Rechovot","Salmonella Rechovot","NRL-Salm"
"Salmonella Redba","Salmonella Redba","NRL-Salm"
"Salmonella Redhill","Salmonella Redhill","NRL-Salm"
"Salmonella Redlands","Salmonella Redlands","NRL-Salm"
"Salmonella Regent","Salmonella Regent","NRL-Salm"
"Salmonella Reinickendorf","Salmonella Reinickendorf","NRL-Salm"
"Salmonella Remete","Salmonella Remete","NRL-Salm"
"Salmonella Remiremont","Salmonella Remiremont","NRL-Salm"
"Salmonella Remo","Salmonella Remo","NRL-Salm"
"Salmonella Reubeuss","Salmonella Reubeuss","NRL-Salm"
"Salmonella Rhone","Salmonella Rhone","NRL-Salm"
"Salmonella Rhydyfelin","Salmonella Rhydyfelin","NRL-Salm"
"Salmonella Richmond","Salmonella Richmond","NRL-Salm"
"Salmonella Rideau","Salmonella Rideau","NRL-Salm"
"Salmonella Ridge","Salmonella Ridge","NRL-Salm"
"Salmonella Ried","Salmonella Ried","NRL-Salm"
"Salmonella Riggil","Salmonella Riggil","NRL-Salm"
"Salmonella Riogrande","Salmonella Riogrande","NRL-Salm"
"Salmonella Rissen O:14+","Salmonella Rissen","NRL-Salm"
"Salmonella Rittersbach","Salmonella Rittersbach","NRL-Salm"
"Salmonella Riverside","Salmonella Riverside","NRL-Salm"
"Salmonella Roan","Salmonella Roan","NRL-Salm"
"Salmonella Rochdale","Salmonella Rochdale","NRL-Salm"
"Salmonella Rogy","Salmonella Rogy","NRL-Salm"
"Salmonella Romanby","Salmonella Romanby","NRL-Salm"
"Salmonella Roodepoort","Salmonella Roodepoort","NRL-Salm"
"Salmonella Rossleben","Salmonella Rossleben","NRL-Salm"
"Salmonella Rostock","Salmonella Rostock","NRL-Salm"
"Salmonella Rothenburgsort","Salmonella Rothenburgsort","NRL-Salm"
"Salmonella Rottnest","Salmonella Rottnest","NRL-Salm"
"Salmonella Rovaniemi","Salmonella Rovaniemi","NRL-Salm"
"Salmonella Royan","Salmonella Royan","NRL-Salm"
"Salmonella Ruanda","Salmonella Ruanda","NRL-Salm"
"Salmonella Rubislaw","Salmonella Rubislaw","NRL-Salm"
"Salmonella Ruiru","Salmonella Ruiru","NRL-Salm"
"Salmonella Rumford","Salmonella Rumford","NRL-Salm"
"Salmonella Runby","Salmonella Runby","NRL-Salm"
"Salmonella Ruzizi","Salmonella Ruzizi","NRL-Salm"
"Salmonella Saarbruecken","Salmonella Saarbruecken","NRL-Salm"
"Salmonella Saboya","Salmonella Saboya","NRL-Salm"
"Salmonella Sada","Salmonella Sada","NRL-Salm"
"Salmonella Saintemarie","Salmonella Saintemarie","NRL-Salm"
"Salmonella Saintpaul","Salmonella Saintpaul","NRL-Salm"
"Salmonella Saka","Salmonella Saka","NRL-Salm"
"Salmonella Salford","Salmonella Salford","NRL-Salm"
"Salmonella Salinatis","Salmonella Salinatis","NRL-Salm"
"Salmonella Saloniki","Salmonella Saloniki","NRL-Salm"
"Salmonella Samaru","Salmonella Samaru","NRL-Salm"
"Salmonella Sambre","Salmonella Sambre","NRL-Salm"
"Salmonella Sandiego O:5-","Salmonella Sandiego","NRL-Salm"
"Salmonella Sandow","Salmonella Sandow","NRL-Salm"
"Salmonella Sanga","Salmonella Sanga","NRL-Salm"
"Salmonella Sangalkam","Salmonella Sangalkam","NRL-Salm"
"Salmonella Sangera","Salmonella Sangera","NRL-Salm"
"Salmonella Sanjuan","Salmonella Sanjuan","NRL-Salm"
"Salmonella Sanktgeorg","Salmonella Sanktgeorg","NRL-Salm"
"Salmonella Sanktmarx","Salmonella Sanktmarx","NRL-Salm"
"Salmonella Santander","Salmonella Santander","NRL-Salm"
"Salmonella Santhiaba","Salmonella Santhiaba","NRL-Salm"
"Salmonella Santiago","Salmonella Santiago","NRL-Salm"
"Salmonella Sao","Salmonella Sao","NRL-Salm"
"Salmonella Saphra","Salmonella Saphra","NRL-Salm"
"Salmonella Sara","Salmonella Sara","NRL-Salm"
"Salmonella Sarajane","Salmonella Sarajane","NRL-Salm"
"Salmonella Sarajane O:5-,12-,27-","Salmonella Sarajane","NRL-Salm"
"Salmonella Saugus","Salmonella Saugus","NRL-Salm"
"Salmonella Schalkwijk","Salmonella Schalkwijk","NRL-Salm"
"Salmonella Schleissheim","Salmonella Schleissheim","NRL-Salm"
"Salmonella Schoeneberg","Salmonella Schoeneberg","NRL-Salm"
"Salmonella Schwabach","Salmonella Schwabach","NRL-Salm"
